Name,City,State,Country,Type,Holes,Clips
Grand Summit Golf & Country Club,Grandview,,US,Public,18,0
Grand Vue Park Golf Course,Moundsville,,US,Public,18,0
Grande Dunes Resort Course,Myrtle Beach,,US,Public,18,0
Grantsburg Golf Course,Grantsburg,,US,Public,18,0
Grasslands Golf & Country Club,Lakeland,,US,Public,18,0
Grassy Creek Golf & Country Club,Spruce Pine,,US,Public,18,0
Gray Eagle Golf Club and Academy,Fishers,,US,Public,18,0
Gray Plantation Golf Course,Lake Charles,,US,Public,18,0
Grayson Woods Golf Course,Pleasant Hill,,US,Public,18,0
Great Hope Golf Course,Westover,,US,Public,18,0
Great Life Golf & Fitness,Lebanon,,US,Public,18,0
GreatHorse,Hampden,,US,Private,18,0
Green Acres Country Club,Donnellson,,US,Public,18,0
Green Harbor Golf Club,Marshfield,,US,Public,18,0
Green Hills Golf Course,Chillicothe,,US,Public,18,0
Green Oaks Country Club,Verona,,US,Public,18,0
Green Valley Country Club,Portsmouth,,US,Public,18,0
Green's Folly Golf Course,South Boston,,US,Public,18,0
Greenville Country Club,Greenville,,US,Public,18,0
Greenwood Country Club,Greenwood,,US,Public,18,0
Greenwood Hills Country Club,Wausau,,US,Public,18,0
Gregory Golf Course,Gregory,,US,Public,18,0
Grenelefe Golf & Tennis Resort - East Course,Haines City,,US,Public,18,0
Grenelefe Golf & Tennis Resort - South Course,Haines City,,US,Public,18,0
Greymere Country Club,Columbia,,US,Public,18,0
Grindstone Neck Golf Course,Winter Harbor,,US,Public,18,0
Grinnell College Golf Course,Grinnell,,US,Public,18,0
Guam International Country Club,Dededo Municipality,,US,Public,18,0
Gulf Harbour Yacht & Country Club,Fort Myers,,US,Public,18,0
Gunpowder Golf Course,Laurel,,US,Public,18,0
Guthrie Center Golf Club,Guthrie Center,,US,Public,18,0
Guyan Golf and Country Club,Huntington,,US,Public,18,0
Haile Plantation Golf and Country Club,Gainesville,,US,Public,18,0
Halifax Country Club,Halifax,,US,Public,18,0
Hammock Bay Golf & Country Club,Naples,,US,Public,18,0
Hammond Golf Center,Hammond,,US,Public,18,0
Hannibal Country Club,Hannibal,,US,Public,18,0
Harbor Links Golf Course,Port Washington,,US,Public,18,0
Harlan Golf and Country Club,Harlan,,US,Public,18,0
Harrison Park Golf Course,Danville,,US,Public,18,0
Hartefeld National,Avondale,,US,Public,18,0
Hartsville Country Club,Hartsville,,US,Public,18,0
Hatherly Country Club,North Scituate,,US,Public,18,0
Hawarden Golf Course,Hawarden,,US,Public,18,0
Hawk's Nest Golf Club,Vero Beach,,US,Public,18,0
Hawkshead Links Golf Course,South Haven,,US,Public,18,0
Hawthorn Woods Country Club,Hawthorn Woods,,US,Public,18,0
Hays Municipal Golf Course,Hays,,US,Public,18,0
Haystack Golf Course,West Dover,,US,Public,18,0
Hazelden Country Club,Brook,,US,Public,18,0
Healy Point Country Club,Macon,,US,Public,18,0
Heart of the Valley Golf Club,Ada,,US,Public,18,0
Heartland Crossing Golf Links,Camby,,US,Public,18,0
Heathrow Country club,Heathrow,,US,Public,18,0
Hebert Municipal Golf Course,Lafayette,,US,Public,18,0
Helfrich Golf Course,Evansville,,US,Public,18,0
Henderson Country Club,Henderson,,US,Public,18,0
Herington Country Club,Herington,,US,Public,18,0
Heritage Golf,Oneonta,,US,Public,18,0
Heritage Isles Golf and Country Club,Tampa Bay,,US,Public,18,0
Herman E. Moore Golf Course,Charlotte Amalie,,US,Public,18,0
Heron Creek Golf Club,Lagrange,,US,Public,18,0
Herons Glen Golf and Country Club,North Fort Myers,,US,Public,18,0
Hesperia Golf & Country Club,Hesperia,,US,Public,18,0
Hi Point Golf Course,Iowa City,,US,Public,18,0
Hickory Bend Golf Course,Zionsville,,US,Public,18,0
Hickory Grove Country Club,Fennimore,,US,Public,18,0
Hickory Grove Golf Course,Oelwein,,US,Public,18,0
Hickory Hills Country Club,Chilton,,US,Public,18,0
Hickory Hills Golf Course,Eau Claire,,US,Public,18,0
Hidden Creek Family Golf Course,Midwest City,,US,Public,18,0
Hidden Hills Country Club,Geneva,,US,Public,18,0
Hidden Hills Golf Course,Bettendorf,,US,Public,18,0
Hidden Waters Golf Course,Waupaca,,US,Public,18,0
High Cliff Public Golf Course,Sherwood,,US,Public,18,0
High Hampton Golf Club,Cashiers,,US,Public,18,0
High Point Country Club,High Point,,US,Public,18,0
High Point Golf Club,Spring Hill,,US,Public,18,0
High Vista Golf Club,Mills River,,US,Public,18,0
Highfields Golf & Country Club,Grafton,,US,Public,18,0
Highland Creek Golf Club,Charlotte,,US,Public,18,0
Highland Fairways Golf Club,,,US,Private,18,0
Highland Lake Golf Course,Richmond,,US,Public,18,0
Highland Lakes Golf Course,Lago Vista,,US,Public,18,0
Highland Links,Truro,,US,Public,18,0
Highland Oaks Golf Course,Ponca,,US,Public,18,0
Highland Woods Golf & Country Club,Bonita Springs,,US,Public,18,0
Highlands Country Club,Highlands,,US,Public,18,0
Hillview Country Club,Franklin,,US,Public,18,0
Hillwood Country Club,Nashville,,US,Public,18,0
Hobbs Hole Golf Course,Tappahannock,,US,Public,18,0
Hobe Sound Golf Club,Hobe Sound,,US,Public,18,0
Hocking Hills Golf Club,Logan,,US,Public,18,0
Hog Neck Golf Course,Easton,,US,Public,18,0
Holiday Island Country Club,Holiday Island,,US,Public,18,0
Holiday Lodge Golf Resort,Tomah,,US,Public,18,0
Holston Hills Community Golf Course,Marion,,US,Public,18,0
Hon-E-Kor Country Club,Kewaskum,,US,Public,18,0
Hooper's Landing Golf Course,Seaford,,US,Public,18,0
Hoosier Links Golf Club,Milan,,US,Public,18,0
Hope Valley Golf Course,Mount Airy,,US,Public,18,0
Houlton Community Golf Club,Houlton,,US,Public,18,0
Hubbard Golf and Recreation Club,Hubbard,,US,Public,18,0
Hunter's Creek Golf Club,Orlando,,US,Public,18,0
Hunters Glen Golf Club,Crivitz,,US,Public,18,0
Hunters Point Golf Club,Lebanon,,US,Public,18,0
Hunters Ridge Golf and Country Club,Bonita Springs,,US,Private,18,0
Hunters Run Executive Golf Course,Cape Coral,,US,Public,18,0
Huntington Golf Course,Shreveport,,US,Public,18,0
Huntmore Golf Club,Brighton,,US,Public,18,0
Huntsville Country Club,Huntsville,,US,Public,18,0
Hyde Park Golf & Country Club,Cincinnati,,US,Public,18,0
Hyde Park Golf Club,Jacksonville,,US,Public,18,0
Hyland Golf Club,Southern Pines,,US,Public,18,0
ʻIliʻili Golf Course,Iliʻili,,US,Public,18,0
Ida Grove Golf and Country Club,Ida Grove,,US,Public,18,0
Idabel Country Club,Idabel,,US,Public,18,0
IdleWild Golf Club,Sturgeon Bay,,US,Public,18,0
Illahe Hills Country Club,Salem,,US,Public,18,0
Illini Golf Course,Springfield,,US,Public,18,0
Imperial East Course,Naples,,US,Public,18,0
Imperial West Course,Naples,,US,Public,18,0
Incline Village Golf Courses - Championship Course,Incline Village,,US,Public,18,0
Incline Village Golf Courses - Mountain Course,Incline Village,,US,Public,18,0
Indian Foothills Golf Course,Marshall,,US,Public,18,0
Indian Hills Golf Club,Spirit Lake,,US,Public,18,0
Indian Hills Golf Course,Fort Pierce,,US,Public,18,0
Indian Hills State Golf Course,Painted Post,,US,Public,18,0
Indian River Club,Vero Beach,,US,Public,18,0
Indian Rock Golf Club,Laurie,,US,Public,18,0
Indian Valley Country Club,Telford,,US,Public,18,0
Indianwood Golf & Country Club,Indiantown,,US,Public,18,0
Indigo Creek Golf Club,Murrells Inlet,,US,Public,18,0
Indigo Lakes Golf Club,Daytona Beach,,US,Public,18,0
Innsbruck Golf Club,Helen,,US,Public,18,0
Inshalla Country Club,Tomahawk,,US,Public,18,0
International Club of Myrtle Beach,Murrells Inlet,,US,Public,18,0
Ipswich Country Club,Ipswich,,US,Public,18,0
Irene Golf & Country Club,Memphis,,US,Public,18,0
Iron Eagle Golf Course,North Platte,,US,Public,18,0
Ironhorse Golf Club,Leawood,,US,Public,18,0
Ironwood Golf & Country Club,Greenville,,US,Public,18,0
Irv Warren Memorial Golf Course,Waterloo,,US,Public,18,0
Island Green Golf Club,Republic,,US,Public,18,0
Island Hills Golf Club,Centreville,,US,Public,18,0
Island Pines Golf Club,Fort Pierce,,US,Public,18,0
Jacksboro Country Club,Jacksboro,,US,Public,18,0
Jackson Golf Club,Jackson,,US,Public,18,0
Jackson Heights Golf Club,Jackson Junction,,US,Public,18,0
Jamestown Golf Course,Jamestown,,US,Public,18,0
Jefferson City Country Club,Jefferson City,,US,Public,18,0
Jefferson Golf Club,Jefferson,,US,Public,18,0
Jesup Golf & Country Club,Jesup,,US,Public,18,0
Jimmie Austin Golf Club,Norman,,US,Public,18,0
Johnson Park Golf Course,Racine,,US,Public,18,0
Jones Creek Golf Club,Evans,,US,Public,18,0
Jonesboro Country Club,Jonesboro,,US,Public,18,0
Juday Creek Golf Course,Granger,,US,Public,18,0
Juliette Falls Golf Club,Dunnellon,,US,Public,18,0
Juniper Hill - Golf Teaching Center,Northborough,,US,Public,18,0
Juniper Hill Golf Course,Frankfort,,US,Public,18,0
Kalona Golf Club,Kalona,,US,Public,18,0
Kearney Hill Golf Links,Lexington,,US,Public,18,0
Kebo Valley Golf Club,Bar Harbor,,US,Public,18,0
Keene Run Golf Course,Nicholasville,,US,Public,18,0
Kennett Country Club,Kennett,,US,Public,18,0
Kenosha Country Club,Kenosha,,US,Public,18,0
Kent Country Club,Grand Rapids,,US,Public,18,0
Kerr Lake Country Club,Henderson,,US,Public,18,0
Kestrel Ridge Golf Club,Columbus,,US,Public,18,0
Keys Gate Golf Course,Homestead,,US,Public,18,0
Kimbeland Country Club,Jackson,,US,Public,18,0
King Carter Golf Club,Irvington,,US,Public,18,0
King's Grant Golf and Country Club,Fayetteville,,US,Public,18,0
King's Walk,Grand Forks,,US,Public,18,0
Kingfisher Golf Links,Saipan Municipality,,US,Public,18,0
Kings Crossing Golf Club,North Kingstown,,US,Public,18,0
Kings Way Golf Club,Yarmouthport,,US,Public,18,0
Kingsmill Resort: The River Course,Williamsburg,,US,Public,18,0
Kingswood Berksdale Golf Course,Bella Vista,,US,Public,18,0
Kingswood Golf Club,Wolfeboro,,US,Public,18,0
Knollwood Fairways,,,US,Public,18,0
Knoxville Municipal Golf Course,Knoxville,,US,Public,18,0
Kolomi,Montgomery,,US,Public,18,0
Krooked Kreek Golf Course,Osceola,,US,Public,18,0
L.A. Nickell Golf Course,Columbia,,US,Public,18,0
Lac Vieux Desert Golf Course,Watersmeet,,US,Public,18,0
LaFayette Golf Course,LaFayette,,US,Public,18,0
LaFortune Park Golf Course,Tulsa,,US,Public,18,0
Lago Vista Golf Course,Lago Vista,,US,Public,18,0
Lagoon Park Golf Course,Montgomery,,US,Public,18,0
Lake Barrington Shores Golf Club,Lake Barrington,,US,Public,18,0
Lake Breeze Golf Club,Winneconne,,US,Public,18,0
Lake City Golf,Lake City,,US,Public,18,0
Lake Doster Golf Club,Plainwell,,US,Public,18,0
Lake Forest Golf Course,Daphne,,US,Public,18,0
Lake Geneva Country Club,Lake Geneva,,US,Public,18,0
Lake Hallie Golf,Chippewa Falls,,US,Public,18,0
Lake Hickory Country Club,Hickory,,US,Public,18,0
Lake Hills Golf Club,Billings,,US,Public,18,0
Lake Louise Golf Club,Mocksville,,US,Public,18,0
Lake Maloney Golf Course,North Platte,,US,Public,18,0
Lake of the Woods Golf Course,Mahomet,,US,Public,18,0
Lake Panorama National Golf Course,Panora,,US,Public,18,0
Lake Saint Louis 9-Hole Golf Course,Lake Saint Louis,,US,Public,18,0
Lake Shastina Golf Resort,Weed,,US,Public,18,0
Lake Valley Golf Club,Camdenton,,US,Public,18,0
Lake View Executive Golf Course,Pahrump,,US,Public,18,0
Lake Wissota Golf & Events,Chippewa Falls,,US,Public,18,0
LakeLand Village Golf Course,Allyn,,US,Public,18,0
Lakepoint State Park Resort Golf Course,Eufaula,,US,Public,18,0
Lakeshore Golf and Country Club,Afton,,US,Public,18,0
Lakeview Golf Resort and Spa Mountainview Course,Morgantown,,US,Public,18,0
Lakewinds Golf Course,Alexander City,,US,Public,18,0
Lakewood Golf & Country Club,Tullahoma,,US,Public,18,0
Lakewood Golf Club,Statesville,,US,Public,18,0
Lakewood Oaks Golf Club,Lee's Summit,,US,Public,18,0
Lakin Municipal Golf Course,Lakin,,US,Public,18,0
"Landings Yacht, Golf and Tennis Club",Fort Myers,,US,Public,18,0
Lane Tree Golf Club,Goldsboro,,US,Public,18,0
Lantana Golf Club,Lantana,,US,Public,18,0
Laolao Bay Golf & Resort,Kagman,,US,Public,18,0
LaPlaya Golf Club,Naples,,US,Public,18,0
Largo Golf Course,Largo,,US,Public,18,0
Las Posas Country Club,Camarillo,,US,Public,18,0
LaSalle Golf & Country Club,Jena,,US,Public,18,0
Laurel Lane Country Club,West Kingston,,US,Public,18,0
Laurel Oaks Golf Course,Maysville,,US,Public,18,0
Lawrence Yacht and Country Club,Lawrence,,US,Public,18,0
Lawton Country Club,Lawton,,US,Public,18,0
Legacy Ridge,Westminster,,US,Public,18,0
Legacy Ridge Golf Club,Bonham,,US,Public,18,0
Legend Buttes Golf Course,Crawford,,US,Public,18,0
Legendary Run Golf Course,Cincinnati,,US,Public,18,0
Legends Golf & Country Club,Fort Myers,,US,Public,18,0
Legends Golf and Resort,Myrtle Beach,,US,Public,18,0
LekaricA Hills,Lake Wales,,US,Public,18,0
Lemon Bay Golf Club,Englewood,,US,Public,18,0
Lenoir Golf Course,Lenoir,,US,Public,18,0
Lenox Community Golf Course,Lenox,,US,Public,18,0
Leo Palace Golf Course,Yona Municipality,,US,Public,18,0
LeRoy Golf Course,Le Roy,,US,Public,18,0
Les Cheneaux Golf Course,Cedarville,,US,Public,18,0
Les Vieux Chenes Municipal Golf Course,Youngsville,,US,Public,18,0
Lewisburg Elks Country Club,Lewisburg,,US,Public,18,0
Lincoln Elks Country Club,Lincoln,,US,Public,18,0
Lincoln Greens Golf Course,Springfield,,US,Public,18,0
Links at Gateway,Romulus,,US,Public,18,0
Linville Falls Golf Club,Marion,,US,Public,18,0
Lion Hills,Columbus,,US,Public,18,0
Lisbon Bissell Golf Course,Lisbon,,US,Public,18,0
Litchfield Country Club,Litchfield,,US,Public,18,0
Litchfield Golf Club,Litchfield,,US,Public,18,0
Little Creek Golf Course,South Charleston,,US,Public,18,0
Little Mountain Country Club,Painesville,,US,Public,18,0
Live Oak Golf Course,Lakeway,,US,Public,18,0
Lochmoor Club,Grosse Pointe Woods,,US,Public,18,0
Lockport Golf and Recreation Club,Lockport,,US,Public,18,0
Locust Hill Golf Course,Charles Town,,US,Public,18,0
Loggers Trail Golf Course,Stillwater,,US,Public,18,0
Long Lake Country Club,Saint David,,US,Public,18,0
Long Marsh,Rotonda,,US,Public,18,0
Longleaf Golf & Family Club,Southern Pines,,US,Public,18,0
Lonnie Poole Golf Course,Raleigh,,US,Public,18,0
Lost Lake Golf Club,Hobe Sound,,US,Public,18,0
Lost Tree Club,North Palm Beach,,US,Public,18,0
Lost Woods Golf Course,Theodosia,,US,Public,18,0
Loudon Country Club,Loudon,,US,Public,18,0
Lucerne Golf Course,Dedham,,US,Public,18,0
Lusk Municipal Golf Course,Lusk,,US,Public,18,0
Maccripine Country Club,Pinetops,,US,Public,18,0
MacGregor Downs Country Club,Cary,,US,Public,18,0
Macomb Country Club,Macomb,,US,Public,18,0
Madison Country Club,Madison,,US,Public,18,0
Madison Green Golf Club,West Palm Beach,,US,Public,18,0
Madison Park Golf Course,Wauwatosa,,US,Public,18,0
Magnolia Grove Golf Course,Mobile,,US,Public,18,0
Magnolia Point Golf and Country Club,Green Cove Springs,,US,Public,18,0
Mahogany Run Golf Course,Saint Thomas - Saint John District,,US,Public,18,0
Mallard Cove Golf Course,Lake Charles,,US,Public,18,0
Mallard Head Country Club,Mooresville,,US,Public,18,0
Mallard Pointe Golf Course,Sardis,,US,Public,18,0
Manakiki Golf Course,Willoughby Hills,,US,Public,18,0
Mangum Municipal Golf Course,Mangum,,US,Public,18,0
Manson Golf and Country Club,Manson,,US,Public,18,0
Maple Creek Golf and Country Club,Indianapolis,,US,Public,18,0
Maple Heights Golf and Country Club,Elma,,US,Public,18,0
Maplecrest Country Club,Kenosha,,US,Public,18,0
Marengo Golf Club,Marengo,,US,Public,18,0
Marengo Ridge Golf Curse,Maremgo,,US,Public,18,0
Marianas Country Club,As Matuis,,US,Public,18,0
Marin Country Club,Novato,,US,Public,18,0
Mark's Golf,Circleville,,US,Public,18,0
Mark's Par 3,Terre Haute,,US,Public,18,0
Marlboro Country Club,Bennettsville,,US,Public,18,0
Martinsville Golf Club,Martinsville,,US,Public,18,0
Mascoutin Golf Club,Berlin,,US,Public,18,0
Mattaponi Springs Golf Club,Ruther Glen,,US,Public,18,0
Max A. Mandel Municipal Golf Course,Laredo,,US,Public,18,0
Maxwelton Braes Golf Resort,Baileys Harbor,,US,Public,18,0
Maxwelton Golf Club,Syracuse,,US,Public,18,0
May River Golf Course,Bluffton,,US,Public,18,0
Mayacoo Lakes Country Club,West Palm Beach,,US,Public,18,0
Mayapple Golf Club,Carlisle,,US,Public,18,0
Mayville Golf Course,Mayville,,US,Public,18,0
McCanless Golf Club,Salisbury,,US,Public,18,0
McCaslin Brook Golf & Country Club,Lakewood,,US,Public,18,0
McDaniel College Golf Course,Westminster,,US,Public,18,0
McDonald Golf Course,Evansville,,US,Public,18,0
McLeansboro Golf Club,McLeansboro,,US,Public,18,0
McMillen Park Golf Course,Fort Wayne,,US,Public,18,0
McNary Golf Club,Keizer,,US,Public,18,0
Meadow Acres Golf Course,Larchwood,,US,Public,18,0
Meadow Brook,Richmond,,US,Public,18,0
Meadow Brook Golf Club,Reading,,US,Public,18,0
Meadow Lake Acres Country Club,New Bloomfield,,US,Public,18,0
Meadow Links Golf Course,Manitowoc,,US,Public,18,0
Meadow Valley Golf Club,Middlebury,,US,Public,18,0
Meadowbrook Golf Club,Rutherfordton,,US,Public,18,0
Meadowcreek Golf Course,Charlottesville,,US,Public,18,0
Meadowlawn Golf Course,Salem,,US,Public,18,0
Meadowview Golf Course,Mattoon,,US,Public,18,0
Mears Great Oak Landing Marina,Chestertown,,US,Public,18,0
Medalist Golf Club,Hobe Sound,,US,Public,18,0
Medalist Village Club & Spa,Hobe Sound,,US,Public,18,0
Melody Hill Country Club,Harmony,,US,Public,18,0
Menomonie Country Club,Menomonie,,US,Public,18,0
Meramec Lakes Golf Course,Saint Clair,,US,Public,18,0
Mercer County Elks Golf Club,Celina,,US,Public,18,0
Mere Creek Golf Club,Brunswick,,US,Public,18,0
Merit Club,Libertyville,,US,Public,18,0
Metamora Fields Golf Club,Metamora,,US,Public,18,0
Miami Valley Golf Club,Dayton,,US,Public,18,0
Michigan City Municipal Golf Course,Michigan City,,US,Public,18,0
Mid Pines,Southern Pines,,US,Public,18,0
Midland Valley Golf Club,Graniteville,,US,Public,18,0
Milburn Country Club,Overland Park,,US,Public,18,0
Mill Valley Golf Course,Mill Valley,,US,Public,18,0
Millbrook Golf & Country Club,Picayune,,US,Public,18,0
Mingo Bottom Golf Club,Elizabeth,,US,Public,18,0
Minibel Golf Course,Vienna,,US,Public,18,0
Mink Meadows Golf Club,Vineyard Haven,,US,Public,18,0
Minocqua Country Club,Minocqua,,US,Public,18,0
Minor Park Golf Course,Kansas City,,US,Public,18,0
Mirror Lake Golf Club,Villa Rica,,US,Public,18,0
Mirror Lakes Golf Club,Lehigh Acres,,US,Public,18,0
Mission Bay Golf Course and Practice Center,San Diego,,US,Public,18,0
Mission Hills Country Club,Mission Hills,,US,Public,18,0
Mission Viejo Golf Club,Mission Viejo,,US,Public,18,0
Mississippi National Golf Links,Red Wing,,US,Public,18,0
Missouri Bluffs Golf Club,St. Charles,,US,Public,18,0
Mizner Country Club,Delray Beach,,US,Public,18,0
Mohawk Golf and Country Club,Tiffin,,US,Public,18,0
Mohawk Golf Club,Schenectady,,US,Public,18,0
Mohawk River Country Club,Rexford,,US,Public,18,0
Moila Country Club,St. Joseph,,US,Public,18,0
Montague Golf Club,Randolph,,US,Public,18,0
Montclair Golf Course,Oakland,,US,Public,18,0
Montezuma Country Club,Montezuma,,US,Public,18,0
Moor Downs Golf Course,Waukesha,,US,Public,18,0
Mooresville Golf Course,Mooresville,,US,Public,18,0
Moorings Country Club,Naples,,US,Public,18,0
Moorland Road Golf Center,New Berlin,,US,Public,18,0
Morehead City Country Club,Morehead City,,US,Public,18,0
Mosswood Meadows,Monroe City,,US,Public,18,0
Mound City Golf Club,Mound City,,US,Public,18,0
Mount Ayr Golf and Country Club,Mount Ayr,,US,Public,18,0
Mount Carmel Municipal Golf Course,Mount Carmel,,US,Public,18,0
Mount Frontenac Golf Course,Frontenac,,US,Public,18,0
Mount Kisco Country Club,Mount Kisco,,US,Public,18,0
Mount Pleasant Course,Bretton Woods,,US,Public,18,0
Mount Vintage Golf Course,North Augusta,,US,Public,18,0
Mount Washington Course,Bretton Woods,,US,Public,18,0
Mountain Falls Golf Club,Pahrump,,US,Public,18,0
Mountaineer Golf,Morgantown,,US,Public,18,0
Mozingo Lake Golf Course,Maryville,,US,Public,18,0
Muncie Elks Country Club,Muncie,,US,Public,18,0
Muroc Lake Golf Course,Edwards Air Force Base,,US,Public,18,0
Murphy Creek Golf Course,Aurora,,US,Public,18,0
Muscatine Municipal Golf Course,Muscatine,,US,Public,18,0
Musgrove Country Club,Jasper,,US,Public,18,0
Muskego Lakes Country Club,Muskego,,US,Public,18,0
Myerlee Country Club,Fort Myers,,US,Public,18,0
Myers Park Country Club,Charlotte,,US,Public,18,0
Mystic Creek Golf Club,El Dorado,,US,Public,18,0
Nantucket Golf Club,Nantucket,,US,Public,18,0
Nashawtuc Country Club,Concord,,US,Public,18,0
Nassau Country Club,Glen Cove,,US,Public,18,0
Needham Golf Club,Needham,,US,Public,18,0
Neillsville Country Club,Neillsville,,US,Public,18,0
Nemacolin Country Club,Beallsville,,US,Public,18,0
Neosho Golf Club,Neosho,,US,Public,18,0
Neuse Golf Club,Clayton,,US,Public,18,1
New Berlin Hills Golf Course,New Berlin,,US,Public,18,0
New Bern Golf & Country Club,New Bern,,US,Public,18,0
New Haven Golf Club,Texarkana,,US,Public,18,0
New Meadows Golf Club,Topsfield,,US,Public,18,0
New Orleans City Park North Course,New Orleans,,US,Public,18,0
New Richmond Golf Club,New Richmond,,US,Public,18,0
New Smyrna Golf Club,New Smyrna Beach,,US,Public,18,0
Newport Bay,Berlin,,US,Public,18,0
Newport Country Club,Newport,,US,Public,18,0
Newton Country Club,Newton,,US,Public,18,0
Nicklaus Golf Club at LionsGate,Overland Park,,US,Public,18,0
Nickol Knoll Golf Course,Arlington Heights,,US,Public,18,0
