Name,City,State,Country,Type,Holes,Clips
Black Forest at Wilderness Valley,Hayes Township,MI,US,Public,18,0
Black Lake Golf Course,Onaway,MI,US,Public,18,0
Black River Golf Club,Port Huron,MI,US,Public,18,0
Blackheath Golf Club,Oakland Township,MI,US,Public,18,0
Blackshire,Oscoda Township,MI,US,Public,18,0
Bloomfield Hills Country Club,Bloomfield Hills,MI,US,Private,18,0
Blossom Trails Golf Club,Benton Harbor,MI,US,Public,18,0
Blue Heron Golf Course,Germfask Township,MI,US,Public,18,0
Blythefield Country Club,Belmont,MI,US,Private,18,0
Bonnie Brook Golf Range,Detroit,MI,US,Public,18,0
Bonnie View Golf Course,Eaton Rapids,MI,US,Public,18,0
Brae-Burn Golf Club,Plymouth,MI,US,Public,18,0
Bramblewood Country Club,Oakland County,MI,US,Public,18,0
Branson Bay Golf Course,Mason,MI,US,Public,18,0
Briar Ridge Golf Course,Montrose,MI,US,Public,18,0
Briarwood Golf Club,Caledonia,MI,US,Public,18,0
Bronson Golf Club,Bronson,MI,US,Public,18,0
Brookside Golf and Grill,Gowen,MI,US,Public,18,0
Brookside Golf Course,Saline,MI,US,Public,18,0
Brookwood Golf Course,Buchanan,MI,US,Public,18,0
Bruce Hills Golf Course,Romeo,MI,US,Public,18,0
Bucks Run Golf Club,Mount Pleasant,MI,US,Public,18,0
Burning Oak Country Club,Markey Township,MI,US,Public,18,0
Burr Oak Golf Club,Sandstone Charter Township,MI,US,Public,18,0
Caberfae Peaks,South Branch Township,MI,US,Public,18,0
Cadillac Country Club,Cherry Grove Township,MI,US,Public,18,0
Calderone Farms Golf Club,Grass Lake Charter Township,MI,US,Public,18,0
Calumet Golf Club,Calumet,MI,US,Public,18,0
Candlestone,Belding,MI,US,Public,18,0
Carleton Glen Golf Club,Ash Township,MI,US,Public,18,0
Caro Golf Club,Almer Charter Township,MI,US,Public,18,0
Carrington Golf Club,Monroe Charter Township,MI,US,Public,18,0
Cascade Hills Country Club,Grand Rapids,MI,US,Public,18,0
Cascades Golf Course,Jackson,MI,US,Public,18,0
Caseville Golf Course,Caseville,MI,US,Public,18,0
Castle Creek Golf Club,Attica,MI,US,Public,18,0
Cattails Golf Club,South Lyon,MI,US,Public,18,0
Cedar Chase Golf Club,Cedar Springs,MI,US,Public,18,0
Cedar Creek Golf Course,Battle Creek,MI,US,Public,18,0
Cedar Farms Golf Club,Battle Creek,MI,US,Public,18,0
Cedar River Golf Course,Bellaire,MI,US,Public,18,0
Cedar Valley Golf Club,Clinton Township,MI,US,Public,18,0
Centennial Farm Golf Club,Kearney Township,MI,US,Public,18,0
Century Oaks Golf Club,Elkton,MI,US,Public,18,0
Champion Hill Golf Course,Beulah,MI,US,Public,18,0
Chandler Park Golf Course,Detroit,MI,US,Public,18,0
Chardell Golf Course,Bath Charter Township,MI,US,Public,18,0
Charlevoix Municipal Golf Course,Charlevoix,MI,US,Public,18,0
Chase Hammond Golf Club,Dalton Township,MI,US,Public,18,0
Cheboygan Golf & Country Club,Cheboygan,MI,US,Public,18,0
Chemung Hills Golf Club,Howell,MI,US,Public,18,0
Cherry Creek Golf Club,Shelby Township,MI,US,Public,18,0
Cherrywood Golf Club,Ottawa,MI,US,Public,18,0
Cheshire Hills Golf Course,Allegan,MI,US,Public,18,0
Chestnut Hills,Pleasanton Township,MI,US,Public,18,0
Chestnut Valley Golf Course,Harbor Springs,MI,US,Public,18,0
Chikaming Country Club,Chikaming Township,MI,US,Public,18,0
Chippewa Hills Country Club,Shiawassee Township,MI,US,Public,18,0
Chisholm Hills Country Club,Lansing,MI,US,Public,18,0
Clark Lake Golf Course,Brooklyn,MI,US,Public,18,0
Clear Lake Golf Club,Big Rapids,MI,US,Public,18,0
Clearbrook,Saugatuck,MI,US,Public,18,0
Clio Country Club,Clio,MI,US,Public,18,0
Coldwater Golf Course,Coldwater,MI,US,Public,18,0
College Fields Golf Club,Okemos,MI,US,Public,18,0
Colonial Heritage 9 Course,Hart,MI,US,Public,18,0
Concord Hills Golf Course,Pulaski Township,MI,US,Public,18,0
Copper Hills Golf and Country Club,Oxford,MI,US,Public,18,0
Copper Ridge Golf Club,Davison,MI,US,Public,18,0
Corunna Hills Golf Course,Corunna,MI,US,Public,18,0
Country Club of Detroit,Grosse Pointe Farms,MI,US,Public,18,0
Country Club of Jackson,Jackson,MI,US,Public,18,0
Country Club of Lansing,Lansing,MI,US,Public,18,0
County Line Golf Course,Reese,MI,US,Public,18,0
Coyote Golf Club,New Hudson,MI,US,Public,18,0
Coyote Preserve Golf Club,Fenton,MI,US,Public,18,0
Cracklewood Golf Club!,Macomb Township,MI,US,Public,18,0
Crestview Golf Course,Zeeland,MI,US,Public,18,0
Crooked Creek Golf Course,Whiteford Township,MI,US,Public,18,0
Crooked Tree Golf Club,Petoskey,MI,US,Public,18,0
Crystal Downs Country Club,Lake Township,MI,US,Public,18,0
Crystal Golf Course,Crystal Township,MI,US,Public,18,0
Crystal Lake Golf Club,Beulah,MI,US,Public,18,0
Crystal View Golf Course,Crystal Falls,MI,US,Public,18,0
Currie Municipal Golf Course,Midland,MI,US,Public,18,0
Custer Greens Golf Course,Ross Township,MI,US,Public,18,0
Davison Country Club,Davison,MI,US,Public,18,0
Dearborn Country Club,Dearborn,MI,US,Public,18,0
Dearborn Hills,Dearborn,MI,US,Public,18,0
Deer Run Golf at Lakes of the North,Mancelona,MI,US,Public,18,0
Deer Run Golf Club,Liberty Township,MI,US,Public,18,0
Deer View Golf Course,Imlay City,MI,US,Public,18,0
Deme Acres Golf Course,Summerfield Township,MI,US,Public,18,0
DeMor Hills Golf Course,Medina Township,MI,US,Public,18,0
Detroit Golf Club,Detroit,MI,US,Public,18,0
Devil's Knob Golf Course,Hamilton Township,MI,US,Public,18,0
Devil's Ridge Golf Club,Oxford,MI,US,Public,18,0
Devils Lake Golf Course,Manitou Beach,MI,US,Public,18,0
Diamond Lake Golf Club,Penn Township,MI,US,Public,18,0
Diamond Springs Golf Course,Hamilton,MI,US,Public,18,0
Donald Ross Memorial,Harbor Springs,MI,US,Public,18,0
Downing Farms Golf Course,Salem Township,MI,US,Public,18,0
Driftwood Golf Course,Summit Township,MI,US,Public,18,0
Drummond Island Golf Club,Drummond Township,MI,US,Public,18,0
Duck Lake Country Club,Albion,MI,US,Public,18,0
Dundee Golf Club,Dundee,MI,US,Public,18,0
Dunes Golf Club,Empire Township,MI,US,Public,18,0
Dunham Hills Golf Club,Hartland,MI,US,Public,18,0
Dunmaglas Golf Club,Charlevoix,MI,US,Public,18,0
Dutch Hollow Golf Club,Durand,MI,US,Public,18,0
Eagle Crest Resort,Ypsilanti Charter Township,MI,US,Public,18,0
Eagle Eye Golf Club,Bath,MI,US,Public,18,0
Eagle Glen Golf Course,Farwell,MI,US,Public,18,0
Eagle Island Golf Course,Muskegon Charter Township,MI,US,Public,18,0
Eagle View Golf Club,Mason,MI,US,Public,18,0
Eastern Hills Golf Club,Kalamazoo,MI,US,Public,18,0
Edgewood Greens Golf Course,Logan Township,MI,US,Public,18,0
Edmore Golf Course,Home Township,MI,US,Public,18,0
Egypt Valley Country Club,Ada,MI,US,Public,18,0
El Dorado Golf Course,Delhi Charter Township,MI,US,Public,18,0
Eldorado,Clam Lake Township,MI,US,Public,18,0
Elk Rapids Golf Club,Elk Rapids,MI,US,Public,18,0
Ella Sharp Park Golf Course,Jackson,MI,US,Public,18,0
Elmbrook Golf Course,Traverse City,MI,US,Public,18,0
Emerald Vale Golf Club,Cedar Creek Township,MI,US,Public,18,0
EMS Links Golf Course,Elmer Township,MI,US,Public,18,0
Epworth Heights Golf Course,Pere Marquette Charter Township,MI,US,Public,18,0
Escanaba Country Club,Escanaba,MI,US,Public,18,0
Evergreen Resort,Clam Lake Township,MI,US,Public,18,0
Fairview Hills Golf Club,Mio,MI,US,Public,18,0
Falcon Head Golf Club,Big Rapids,MI,US,Public,18,0
Faulkwood Shores Golf Club,Howell,MI,US,Public,18,0
Fawn Crest Golf Course,Norman Township,MI,US,Public,18,0
Fern Hill Golf Club,Clinton Township,MI,US,Public,18,0
Firefly Golf Links,Clare,MI,US,Public,18,0
Flint Golf Club,Flint,MI,US,Public,18,0
Flushing Valley Golf Club,Flushing,MI,US,Public,18,0
Forest Akers East,East Lansing,MI,US,Public,18,0
Forest Akers West,Lansing,MI,US,Public,18,0
Forest Dunes Golf Resort,South Branch Township,MI,US,Public,18,0
Forest Lake Country Club,Bloomfield Hills,MI,US,Public,18,0
Forest View Golf Center,Larkin Charter Township,MI,US,Public,18,0
Fountains Golf & Banquet,Clarkston,MI,US,Public,18,0
Four Lakes Country Club,Ontwa Township,MI,US,Public,18,0
Fox Hills Country Club,Plymouth,MI,US,Public,18,0
Fox Run Country Club,Beaver Creek Township,MI,US,Public,18,0
Fox Woods Golf Course,Hamlin Township,MI,US,Public,18,0
Franklin Hills Country Club,Franklin,MI,US,Public,18,0
Fruitport Golf Club,Fruitport Charter Township,MI,US,Public,18,0
Garden Golf Club,Garden Township,MI,US,Public,18,0
Garland Lodge & Resort,Greenwood Township,MI,US,Public,18,0
Gateway Lodge Golf Course,Watersmeet Township,MI,US,Public,18,0
Gauss' Green Valley Golf Course,Jackson,MI,US,Public,18,0
Gaylord Country Club,Elmira Township,MI,US,Public,18,0
Genesee Valley Meadows Golf Course,Flint Charter Township,MI,US,Public,18,0
Gentz's Homestead Golf Course,Chocolay Township,MI,US,Public,18,0
Georgetown Country Club,Ann Arbor,MI,US,Public,18,0
Giant Oak Golf Club,Temperance,MI,US,Public,18,0
Gladstone Golf Club,Brampton Township,MI,US,Public,18,0
Gladwin Heights Golf Course,Grout Township,MI,US,Public,18,0
Glen Oaks Golf Course,Farminton Hills,MI,US,Public,18,0
Glenbrier Golf Course,Perry,MI,US,Public,18,0
Glenhurst Golf Course,Redford,MI,US,Public,18,0
Glenkerry Golf Course,Greenville,MI,US,Public,18,0
Glenlore Golf Course,Commerce Township,MI,US,Public,18,0
Gogebic Country Club,Ironwood,MI,US,Public,18,0
Golden Hawk Golf Club,Casco,MI,US,Public,18,0
Golden Sands Golf Course,Golden Township,MI,US,Public,18,0
Goodrich Country Club,Goodrich,MI,US,Public,18,0
Gowanie Country Club,Mount Clemens,MI,US,Public,18,0
Gracewil Country Club,Grand Rapids,MI,US,Public,18,0
Grand Beach Golf Course,New Buffalo Township,MI,US,Public,18,0
Grand Ledge Country Club,Grand Ledge,MI,US,Public,18,0
Grand Prarie Golf Course,Kalamazoo Charter Township,MI,US,Public,18,0
Grand View Golf Course,New Era,MI,US,Public,18,0
Grande Golf Club,Jackson,MI,US,Public,18,0
Grandview Golf Club,Kalkaska,MI,US,Public,18,0
Grayling Country Club,Grayling,MI,US,Public,18,0
Great Oaks Country Club,Rochester,MI,US,Public,18,0
Green Acres Golf Course,Bridgeport,MI,US,Public,18,0
Green Oaks Golf Course,Ypsilanti,MI,US,Public,18,0
Green Trees Golf Course,Gaylord,MI,US,Public,18,0
Green Valley Golf Course,Sturgis,MI,US,Public,18,0
Greenbriar Golf Course,Norvell Township,MI,US,Public,18,0
Greenbrier Golf Club,Rich Township,MI,US,Public,18,0
Greenbush Golf Course,Greenbush,MI,US,Public,18,0
Greystone Golf Club,Washington,MI,US,Public,18,0
Groesbeck Golf Course,Lansing,MI,US,Public,18,0
Grosse Ile Golf & Country Club,Grosse Ile,MI,US,Public,18,0
Gull Lake Country Club,Richland,MI,US,Public,18,0
Gull Lake View East,Ross Township,MI,US,Public,18,0
Gull Lake View West,Ross Township,MI,US,Public,18,0
Gully Golf Course,Hope Township,MI,US,Public,18,0
Gun Ridge Golf Course,Hastings,MI,US,Public,18,0
Hadley Acres Golf Club,Hadley Township,MI,US,Public,18,0
Hampton Golf and Country Club,Rochester Hills,MI,US,Public,18,0
Hankerd Hills Golf Course,Henrietta Township,MI,US,Public,18,0
Harbor Point Golf Club,Harbor Springs,MI,US,Public,18,0
Harbor Shores,Benton Harbor,MI,US,Public,18,0
Hartland Glen Golf Club,Hartland,MI,US,Public,18,0
Hastings Country Club,Hastings,MI,US,Public,18,0
Hawk Golf Course,Haring Township,MI,US,Public,18,0
Hawk Hollow Golf Course,Bath,MI,US,Public,18,0
Hawk Meadows,Howell,MI,US,Public,18,0
Hawk Ridge Golf Course,Beaver Creek Township,MI,US,Public,18,0
Hawk's Eye Golf Course,Bellaire,MI,US,Public,18,0
Heather Highlands Golf Club,Holly,MI,US,Public,18,0
Heather Hills Golf Course,Romeo,MI,US,Public,18,0
Heathers Club of Bloomfield,Bloomfield Township,MI,US,Public,18,0
Heatherwoods Golf Course,Charlevoix,MI,US,Public,18,0
Hemlock Golf Club,Hamlin Township,MI,US,Public,18,0
Heritage Glen Golf Club,Almena Township,MI,US,Public,18,0
Hessel Ridge Golf,Clark Township,MI,US,Public,18,0
Hiawatha Sportsman’s Club Golf Course,Garfield Township,MI,US,Public,18,0
Hickory Hills Golf Club,Summit Township,MI,US,Public,18,0
Hickory Hollow Golf Course,Macomb,MI,US,Public,18,0
Hickory Knoll Golf Course,Montague,MI,US,Public,18,0
Hickory Ridge Golf Course,Comstock Charter Township,MI,US,Public,18,0
Hidden Oaks Golf Course,Saint Louis,MI,US,Public,18,0
Hidden River Golf and Casting Club,Brutus,MI,US,Public,18,0
High Pointe Golf Club,Williamsburg,MI,US,Public,18,0
Highland Golf Club,Ford River Township,MI,US,Public,18,0
Hills Heart of the Lakes Golf Course,Brooklyn,MI,US,Public,18,0
Hillsdale Country Club,Cambria Township,MI,US,Public,18,0
Hilltop Golf Course,Plymouth,MI,US,Public,18,0
Holiday Meadows Golf Course,Vernon Township,MI,US,Public,18,0
Holland Lake Golf Course,Evergreen Township,MI,US,Public,18,0
Huckleberry Creek Golf Course,Lyons Township,MI,US,Public,18,0
Hudson Mills Metropark Golf Course,Dexter Township,MI,US,Public,18,0
Hunters Ridge Golf Course,Howell,MI,US,Public,18,0
Huron Breeze Golf and Country Club,Sims Township,MI,US,Public,18,0
Huron Hills Golf Course,Ann Arbor,MI,US,Public,18,0
Huron Meadows Golf Course,Brighton,MI,US,Public,18,0
Huron Shores Golf Club & Restaurant,Sanilac Township,MI,US,Public,18,0
Idylwyld Golf Club,Livonia,MI,US,Public,18,0
IMA Brookwood Golf Club,Burton,MI,US,Public,18,0
Indian Lake Golf and Country Club,Hiawatha Township,MI,US,Public,18,0
Indian Lake Hills Golf Course,Eau Claire,MI,US,Public,18,0
Indian River Golf Club,Indian River,MI,US,Public,18,0
Indian Run Golf Club,Scotts,MI,US,Public,18,0
Indian Springs Metropark Golf Course,White Lake Charter Township,MI,US,Public,18,0
Indian Trails Golf Course,Grand Rapids,MI,US,Public,18,0
Indianwood Gold & Country Club,Lake Orion,MI,US,Public,18,0
Inkster Valley Golf Course,Inkster,MI,US,Public,18,0
Interlochen Golf Course,Interlochen,MI,US,Public,18,0
Intimidator Golf Course,Barton Township,MI,US,Public,18,0
Inverness Country Club,Chelsea,MI,US,Public,18,0
Irish Hills Golf Club,Cambridge Township,MI,US,Public,18,0
Irish Hills Shore Golf Course,Woodstock Township,MI,US,Public,18,0
Irish Oaks Golf Course and Driving Range,Gladstone,MI,US,Public,18,0
Iron Horse Golf Course,Otisco Township,MI,US,Public,18,0
Iron Links Golf Course,Delhi Charter Township,MI,US,Public,18,0
Iron River Country Club,Iron River,MI,US,Public,18,0
Ironwood Golf Club,Howell,MI,US,Public,18,0
Iyopawa Island Golf Course,Ovid Township,MI,US,Public,18,0
Jeptha Lake Golf Course,Bloomingdale,MI,US,Public,18,0
Jewel Golf Course - Grand Nine,Mackinac Island,MI,US,Public,18,0
Jewel Golf Course - Woods Nine,Mackinac Island,MI,US,Public,18,0
Kalamazoo Country Club,Kalamazoo,MI,US,Public,18,0
Katke Golf Course,Big Rapids,MI,US,Public,18,0
Kearsley Lake Golf Course,Flint,MI,US,Public,18,0
Kensington Metropark Golf Course,Milford,MI,US,Public,18,0
Keweenaw Mountain Lodge Golf Course,Copper Harbor,MI,US,Public,18,0
Kimberly Oaks Golf Club,Saint Charles Township,MI,US,Public,18,0
Klinger Lake Country Club,Sturgis,MI,US,Public,18,0
Knoll View Golf Course,Au Gres,MI,US,Public,18,0
L'Anse Golf Club,L'Anse Township,MI,US,Public,18,0
Lake Cora Hills,Paw Paw Township,MI,US,Public,18,0
Lake Erie Metropark Golf Course,Brownstown Charter Township,MI,US,Public,18,0
Lake Forest Golf Club,Ann Arbor,MI,US,Public,18,0
Lake Leann Golf Course,Somerset Township,MI,US,Public,18,0
Lake Michigan Hills Golf Club,Benton Harbor,MI,US,Public,18,0
Lake Monterey Golf Course,Salem Township,MI,US,Public,18,0
Lake o' the Hills Golf Course,Haslett,MI,US,Public,18,0
Lakeland Hills Golf Course,Leoni Township,MI,US,Public,18,0
Lakelands Golf and Country Club,Brighton,MI,US,Public,18,0
Lakes of Taylor Golf Club,Taylor,MI,US,Public,18,0
Lakeside Links,Pere Marquette Charter Township,MI,US,Public,18,0
Lakeview Hills Golf Resort - North Course,Lexington Township,MI,US,Public,18,0
Lakeview Hills Golf Resort - South Course,Lexington,MI,US,Public,18,0
Lakewood on the Green,Cadillac,MI,US,Public,18,0
Lapeer Country Club,Elba Township,MI,US,Public,18,0
Lawton Golf Club,Lawton,MI,US,Public,18,0
Ledge Meadows Golf Course,Grand Ledge,MI,US,Public,18,0
Leland Country Club,Leland Township,MI,US,Public,18,0
Lenawee Country Club,Adrian Township,MI,US,Public,18,0
Leslie Park Golf Course,Ann Arbor,MI,US,Public,18,0
Lincoln Golf Course,Fruitland Township,MI,US,Public,18,0
Lincoln Hills Golf Club,Hamlin Township,MI,US,Public,18,0
Lincoln Hills Golf Course,Birmingham,MI,US,Public,18,0
Links at Whitmore Lake Golf Course,Whitmore Lake,MI,US,Public,18,0
Litchfield Greens,Litchfield Township,MI,US,Public,18,0
Little Nugget Golf Course (Closed),Wallace,MI,US,Public,18,0
Loch Lomond Golf Course,Burton,MI,US,Public,18,0
LochenHeath Golf Club,Williamsburg,MI,US,Public,18,0
Loggers Trace,Harrisville Township,MI,US,Public,18,0
Lost Dunes,Bridgman,MI,US,Public,18,0
Lost Lake Woods Golf Course,Lincoln,MI,US,Public,18,0
LYNX Golf Course & Grill,Otsego,MI,US,Public,18,0
Lyon Oaks Golf Course,Wixom,MI,US,Public,18,0
Macatawa Legends Golf & Country Club,Holland Charter Township,MI,US,Public,18,0
Mack Mayfield Municipal Golf Course,Westland,MI,US,Public,18,0
Mackinaw Club,Carp Lake,MI,US,Public,18,0
Majestic at Lake Walden Golf Course,Hartland,MI,US,Public,18,0
Mallard Golf Club,East Jordan,MI,US,Public,18,0
Manistee Golf & Country Club,Manistee,MI,US,Public,18,0
Manitou Passage Golf Club,Cedar,MI,US,Public,18,0
Maple Brook Golf Course,Charlotte,MI,US,Public,18,0
Maple Creek Golf Club,Shepherd,MI,US,Public,18,0
Maple Hill Golf Club,Hemlock,MI,US,Public,18,0
Maple Hill Golf Course,Grandville,MI,US,Public,18,0
Maple Lane Golf Club,Sterling Heights,MI,US,Public,18,0
Maple Leaf Golf Course,Fraser Township,MI,US,Public,18,0
Maple Ridge Golf,Maple River Township,MI,US,Public,18,0
Marquette Golf Club,Marquette,MI,US,Public,18,0
Marquette Golf Club Greywalls,Marquette,MI,US,Public,18,0
Marquette Trails Country Club,Lake Township,MI,US,Public,18,0
Marsh Ridge Golf Course and Resort,Gaylord,MI,US,Public,18,0
Marshall Country Club,Marshall,MI,US,Public,18,0
Marysville Golf Course,Marysville,MI,US,Public,18,0
Marywood Country Club,Battle Creek,MI,US,Public,18,0
Masterpiece,Dover Township,MI,US,Public,18,0
Meridian Sun Golf Club,Haslett,MI,US,Public,18,0
Metamora Country Club,Metamora Township,MI,US,Public,18,0
Michaywe Pines,Gaylord,MI,US,Public,18,0
Michigan Meadows Golf Course,Casco,MI,US,Public,18,0
Mickey's Golf Range,Westland,MI,US,Public,18,0
Middle Channel Golf & Country Club,Clay Township,MI,US,Public,18,0
Midland Country Club,Midland,MI,US,Public,18,0
Milan Creek Golf Course,Baroda Township,MI,US,Public,18,0
Milham Park Golf Club,Kalamazoo,MI,US,Public,18,0
Mill Race Golf Course,Jonesville,MI,US,Public,18,0
Mines Golf Course,Grand Rapids,MI,US,Public,18,0
Missaukee Golf Club,Lake City,MI,US,Public,18,0
Monarch Ridge Golf Course,Caledonia Township,MI,US,Public,18,0
Monroe Golf & Country Club,Frenchtown Charter Township,MI,US,Public,18,0
Moors Golf Club,Portage,MI,US,Public,18,0
Moose Ridge Golf Course,South Lyon,MI,US,Public,18,0
Morrison Lake Golf Club,Boston Township,MI,US,Public,18,0
Moss Ridge,Moorland Township,MI,US,Public,18,0
Mount Pleasant Country Club,Mount Pleasant,MI,US,Public,18,0
Mountain Flowers,Glen Arbor Township,MI,US,Public,18,0
Mountain Ridge,Weldon Township,MI,US,Public,18,0
Mueller's Valley View Farm Golf Course,Saginaw,MI,US,Public,18,0
Mulberry Hills Golf Course,Oxford,MI,US,Public,18,0
Mullenhurst Golf Course,Delton,MI,US,Public,18,0
Mullett Lake Country Club,Cheboygan,MI,US,Public,18,0
Munoscong Golf Club,Pickford Township,MI,US,Public,18,0
Muskegon Country Club,Muskegon,MI,US,Public,18,0
Nahma Golf Course,Nahma,MI,US,Public,18,0
Newberry Country Club,Pentland Township,MI,US,Public,18,0
North Kent Golf Course,Rockford,MI,US,Public,18,0
North Shore Golf Club,Menominee,MI,US,Public,18,0
Northern Michigan University Golf Course,Marquette,MI,US,Public,18,0
Northport Creek,Leelanau Township,MI,US,Public,18,0
Northport Point Golf Club,Leelanau Township,MI,US,Public,18,0
Northwood Golf Course,Dayton Township,MI,US,Public,18,0
Oak Crest Golf Course,Norway Township,MI,US,Public,18,0
Oak Lane Golf Club,Webberville,MI,US,Public,18,0
Oak Pointe Country Club,Brighton,MI,US,Public,18,0
Oakland Hills Country Club,Bloomfield Hills,MI,US,Public,18,0
Oakland University Golf and Learning Center,Rochester,MI,US,Public,18,0
Oceana Golf Club,Shelby,MI,US,Public,18,0
Old Channel Trail,Montague,MI,US,Public,18,0
Old Club Par 3 Course,Clay Township,MI,US,Public,18,0
Olde Mill Golf Club,Schoolcraft,MI,US,Public,18,0
Olivet Country Club,Olivet,MI,US,Public,18,0
Ontonagon Golf Club,Ontonagon Township,MI,US,Public,18,0
Orchard Hill Country Club,Buchanan,MI,US,Public,18,0
Orchard Lake Country Club,Orchard Lake,MI,US,Public,18,0
Owosso Country Club,Owosso,MI,US,Public,18,0
Oxford Hills Country Club,Oxford,MI,US,Public,18,0
Park Shore Golf Course,LaGrange Township,MI,US,Public,18,0
Pebblewood Golf Course,Bridgman,MI,US,Public,18,0
Perttu's Big Spruce Golf Course,Stannard Township,MI,US,Public,18,0
Petoskey - Bay View Country Club,Bear Creek Township,MI,US,Public,18,0
Pictured Rocks Golf Club,Munising,MI,US,Public,18,0
Pierce Lake Golf Course and Park,Chelsea,MI,US,Public,18,0
Pierce Park Golf & Events,Flint,MI,US,Public,18,0
Pigeon Creek Golf Course,West Olive,MI,US,Public,18,0
Pilgrim's Run Golf Course,Pierson,MI,US,Public,18,0
Pine Grove Country Club,Iron Mountain,MI,US,Public,18,0
Pine Hollow Golf Club,Leoni Township,MI,US,Public,18,0
Pine Knob Golf Club,Clarkston,MI,US,Public,18,0
Pine Lake Country Club,West Bloomfield Township,MI,US,Public,18,0
Pine River Country Club,Alma,MI,US,Public,18,0
Pine River Golf Club,Standish Township,MI,US,Public,18,0
Pine Shore Golf Course,Saint Clair,MI,US,Public,18,0
Pine Trace Golf Club,Rochester Hills,MI,US,Public,18,0
Pine Valley Golf & Country Club,Ray,MI,US,Public,18,0
Pine View Golf Course,Ypsilanti,MI,US,Public,18,0
Pine View Highlands,Houghton Lake,MI,US,Public,18,0
Pinecroft Golf Course,Benzonia Township,MI,US,Public,18,0
Pipestone Creek Golf Course,Eau Claire,MI,US,Public,18,0
Pleasant Hills Golf Course,Mount Pleasant,MI,US,Public,18,0
Pleasant Meadows,Garfield Township,MI,US,Public,18,0
Pleasant View Golf Course,Saginaw,MI,US,Public,18,0
Plum Brook Golf Course,Sterling Heights,MI,US,Public,18,0
Plym Park Golf Course,Niles,MI,US,Public,18,0
Point O' Woods,Benton Charter Township,MI,US,Public,18,0
Pointe Aux Barques Golf Course,Pointe Aux Barques Township,MI,US,Public,18,0
Pontiac Country Club,Waterford,MI,US,Public,18,0
Port Huron Elks Lodge Golf Course,Port Huron,MI,US,Public,18,0
Port Huron Golf Club,Fort Gratiot Charter Township,MI,US,Public,18,0
Portage Lake Golf Course,Houghton,MI,US,Public,18,0
Portland Country Club,Portland,MI,US,Public,18,0
Practice Area,Onaway,MI,US,Public,18,0
Prairie Creek Golf Course,DeWitt,MI,US,Public,18,0
Prairiewood Golf Course,Otsego Township,MI,US,Public,18,0
Quail Ridge Golf Club,Ada,MI,US,Public,18,0
Quarry Ridge Golf Center,Ottawa Lake,MI,US,Public,18,0
Quincy Golf Course,Quincy Township,MI,US,Public,18,0
Rackham Golf Course,Huntington Woods,MI,US,Public,18,0
Radrick Farms Golf Course,Superior Charter Township,MI,US,Public,18,0
Railside Golf Club,Byron Center,MI,US,Public,18,0
Raisin Valley Golf Club,Tecumseh,MI,US,Public,18,0
Rammler Golf Club,Sterling Heights,MI,US,Public,18,0
Rattle Run Golf Course,China Township,MI,US,Public,18,0
Ravenna Creeks Golf Course,Ravenna Township,MI,US,Public,18,0
Ravines Golf Club,Saugatuck,MI,US,Public,18,0
Red Arrow Golf Course,Kalamazoo,MI,US,Public,18,0
Red Fox Run,Sands Township,MI,US,Public,18,0
Red Run Golf Club,Royal Oak,MI,US,Public,18,0
Ridgeview Golf Course,Otisco Township,MI,US,Public,18,0
Rifle River Golf Course,Deep River Township,MI,US,Public,18,0
Rippling Rapids Golf Club,Cheboygan,MI,US,Public,18,0
River Bank Golf Course,South Lyon,MI,US,Public,18,0
River Forest Golf Course,Flint Charter Township,MI,US,Public,18,0
Riverside Country Club,Menominee,MI,US,Public,18,0
Riverview Highlands Golf Course,Riverview,MI,US,Public,18,0
Riverwood Resort,Mount Pleasant,MI,US,Public,18,0
Rolling Hills,Cass City,MI,US,Public,18,0
Rouge Park Golf Course,Detroit,MI,US,Public,18,0
Royal Oak Golf Club,Royal Oak,MI,US,Public,18,0
Rush Lake Hills Golf Club,Pinckney,MI,US,Public,18,0
Rustic Glen Golf Course,Saline,MI,US,Public,18,0
Sage Run Golf Course,Bark River,MI,US,Public,18,0
Saginaw Country Club,Saginaw Charter Township,MI,US,Public,18,0
Saint Ignace Golf & Country Club,Moran Township,MI,US,Public,18,0
Saint Ives,Stanwood,MI,US,Public,18,0
Saint Joe Valley Golf Course,Nottawa Township,MI,US,Public,18,0
Salem Hills Golf Club,Northville,MI,US,Public,18,0
Salt River Golf Course,Chesterfield,MI,US,Public,18,0
Sanctuary Lake Golf Course,Troy,MI,US,Public,18,0
Sand Creek Golf Club,Marne,MI,US,Public,18,0
Sandy Creek Golf Course,Monroe,MI,US,Public,18,0
Sandy Pebbles Golf Course,Ahmeek,MI,US,Public,18,0
Sandy Ridge Golf Course,Midland,MI,US,Public,18,0
Saskatoon Golf Club,Alto,MI,US,Public,18,0
Sauganash,Lockport Township,MI,US,Public,18,0
Sault Sainte Marie Country Club,Sault Ste. Marie,MI,US,Public,18,0
Scalawags Golf Club,Chesterfield,MI,US,Public,18,0
Scenic Golf and Country Club,Pigeon,MI,US,Public,18,0
Schuss Mountain Golf Course,Mancelona,MI,US,Public,18,0
Scott Lake Country Club,Comstock Park,MI,US,Public,18,0
Selfridge ANGB Golf Course,Selfridge ANGB,MI,US,Public,18,0
Shadow Ridge Golf Club,Ionia,MI,US,Public,18,0
